dataset_num,cluster_first/scenario1,match_first/scenario1,ca_ilp/scenario1,ca_mis/scenario1
1,3.740000,18.960000,340.399125,64.932042
2,3.350000,17.270000,375.434500,56.166333
3,6.470000,11.150000,410.825959,61.050708
4,5.040000,13.310000,357.831167,49.889708
5,4.170000,10.310000,299.125708,52.429583
6,4.750000,11.270000,378.889084,52.091500
7,4.060000,11.120000,318.982167,47.365459
8,4.020000,10.900000,388.328000,52.113083
9,2.600000,11.870000,270.522958,52.038917
10,2.740000,10.170000,260.476125,60.381541
11,2.060000,9.440000,301.312417,56.664417
12,2.750000,11.120000,262.081208,53.399375
13,2.990000,10.660000,279.693000,56.570458
14,2.440000,10.610000,303.399208,64.793000
15,2.250000,12.400000,398.366250,59.463625
16,2.950000,12.400000,336.749375,49.993500
17,2.790000,11.110000,161.550834,36.482500
18,1.650000,9.750000,258.167542,49.326750
19,3.730000,10.440000,310.498875,57.582541
20,2.660000,10.470000,314.493208,45.775958
21,2.110000,11.240000,354.729416,37.187459
22,3.880000,9.490000,241.121334,39.569292
23,3.560000,10.100000,327.833250,45.341583
24,1.740000,11.130000,305.985625,51.491125
25,3.230000,10.180000,250.706416,57.603208
26,2.340000,11.750000,313.727083,34.768333
27,5.020000,9.730000,250.292708,63.720292
28,1.880000,9.800000,340.650417,40.083709
29,4.050000,12.080000,358.709958,59.587083
30,3.200000,11.890000,321.344209,47.790084
31,2.440000,10.430000,338.581417,35.268791
32,3.300000,9.780000,315.045167,35.733500
33,2.920000,12.390000,297.200708,57.118542
34,1.860000,10.650000,325.717000,48.937833
35,3.090000,11.620000,394.278500,61.878542
36,2.180000,9.240000,333.638458,47.126084
37,2.920000,10.670000,503.682292,44.974167
38,2.230000,9.880000,372.906583,46.074000
39,2.330000,10.340000,450.611708,55.454792
40,2.020000,10.330000,301.999625,35.881333
41,2.040000,10.440000,466.033375,46.003750
42,2.290000,10.270000,270.647959,34.707834
43,3.200000,9.940000,310.007167,36.053333
44,1.630000,12.310000,393.570875,36.194291
45,2.320000,12.140000,526.103708,47.606125
46,2.360000,10.580000,370.152458,61.959917
47,2.680000,12.050000,301.669583,57.981709
48,2.220000,11.070000,396.632416,46.403208
49,6.230000,9.390000,212.671459,68.526417
50,1.990000,11.430000,318.876458,51.456875
51,2.720000,11.070000,321.283125,42.771041
52,3.890000,8.900000,318.263625,34.590708
53,4.880000,10.400000,294.257625,38.797750
54,5.670000,9.900000,383.007916,42.728250
55,6.010000,10.000000,516.510042,40.660042
56,4.080000,10.620000,221.090042,46.878709
57,2.250000,9.840000,251.429208,38.563208
58,4.450000,10.650000,375.620750,45.081875
59,3.790000,9.940000,218.761167,58.517542
60,1.910000,8.910000,275.563875,50.104833
61,2.550000,11.450000,334.294500,35.289917
62,2.670000,11.820000,381.258459,44.084750
63,1.850000,10.440000,392.252958,41.826333
64,2.210000,9.180000,340.683000,45.487416
65,3.060000,11.920000,301.081625,44.894792
66,3.170000,10.680000,315.505541,55.580666
67,1.730000,9.360000,317.009333,47.564458
68,3.130000,10.090000,468.015833,44.299292
69,2.820000,10.010000,309.627417,46.415041
70,1.960000,13.980000,285.849917,44.740250
71,3.760000,11.240000,315.378208,45.580292
72,2.470000,10.150000,331.132917,37.460584
73,2.770000,11.440000,181.324042,55.476500
74,2.020000,10.970000,321.693167,34.668083
75,6.070000,10.000000,411.029458,54.714375
76,2.160000,10.450000,405.054041,42.792666
77,2.710000,9.180000,274.455000,53.182625
78,3.180000,10.300000,380.060000,35.851000
79,4.630000,9.020000,308.429291,75.734959
80,1.640000,11.630000,274.080166,41.394959
81,3.910000,9.820000,374.404708,45.802917
82,3.910000,8.620000,389.355542,40.252625
83,2.300000,11.710000,307.726791,38.210333
84,2.400000,11.610000,235.682250,37.715542
85,7.510000,12.020000,279.841417,40.282208
86,4.410000,11.370000,434.144416,43.152125
87,5.810000,12.360000,327.645916,51.355333
88,2.880000,9.510000,350.079042,44.625208
89,2.570000,10.120000,176.085541,52.665042
90,1.520000,8.920000,280.683459,51.493708
91,3.750000,9.610000,323.937875,41.393542
92,3.890000,8.620000,449.992375,34.596458
93,1.930000,11.020000,349.099167,40.733333
94,7.230000,9.730000,346.745167,44.053750
95,4.020000,10.770000,272.331000,50.144584
96,2.420000,12.230000,261.156333,37.118459
97,2.200000,11.080000,346.434708,41.932000
98,2.130000,10.710000,201.836250,52.619292
99,2.790000,9.280000,309.933750,40.460542
100,2.090000,11.630000,404.930833,36.288541
